Series,"Country","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
EN.POP.DNST,"Bangladesh","415.833909502958","428.931689329339","443.058999769532","458.021579472997","473.069624337405","487.189014365829","499.713989398479","510.292263962511","519.301451947453","527.703656756549","536.870400245832","547.790758239226","560.798463547668","575.600338019513","591.79416148114","608.717646155028","625.880464008604","643.168687101483","660.730821233771","678.63748943689","697.029745717139","715.985749404625","735.518406698932","755.50287316586","775.718836905585","795.876407774449","815.768932933856","835.272582008143","854.436029807175","873.435807021587","892.542575094108","911.937243604517","931.625144042406","951.483752016594","971.406353230391","991.239847891219","1010.84153798878","1030.24629330875","1049.40206652839","1067.98034109242","1085.56110470923","1101.87524775294","1116.75504340478","1130.36176538373","1143.16519935469","1155.83243450872","1168.84921256818","1182.39161097027","1196.33596834908","1210.50389490666","1224.59306291772"
EN.POP.DNST,"Belarus","42.0243738907513","42.4472490633011","42.8736738315914","43.3131926641688","43.7514888582134","44.1742457109051","44.5671465194242","44.9397357523171","45.3015578781305","45.6382961940446","45.9356339972392","46.1792545848945","46.3961743245908","46.6525340169592","46.9581936501676","47.249063301124","47.5399329520805","47.8702425557089","48.1956221652534","48.5259317688819","48.8562413725104","49.1766909879708","49.5119305856833","49.8471701833958","49.990140011832","50.1380398343522","50.2317097219483","50.2563596923684","50.3648195622165","50.4782094261487","50.4190494971406","50.2563596923684","50.0887398935121","49.8767501478998","49.6401104318675","49.4317590218892","49.1994182606981","48.9476878327746","48.6394911995267","48.3002958142287","47.9766579557221","47.6453926933886","47.3382158698866","47.1215032035485","46.9590192212913","46.8729168721033","46.7746821094135","46.6865704006702","46.6438075994283","46.651209896013","46.6931693854418"
EN.POP.DNST,"Belgium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.548546895641","339.71499339498","341.241248348745","342.672820343461","344.159081902246","346.057364597094","348.347357992074","350.914795244386","353.697919418758","356.555250990753","359.827807133421","364.85284015852","367.51142668428","369.313639365918","370.180217965654"
EN.POP.DNST,"Belize","4.51858833844805","4.65230162209557","4.79381850065761","4.9404647084612","5.08816308636563","5.22845243314336","5.3565103024989","5.47097764138536","5.57430951337133","5.66830337571241","5.75655414291977","5.84217448487505","5.92490135905305","6.00565541429198","6.09228408592722","6.19487067075844","6.31981587023235","6.46935554581324","6.64182376150811","6.83130206049978","7.02967996492766","7.23020604997808","7.43393248575186","7.64226216571679","7.84866286716353","8.04335817623849","8.2223586146427","8.37904427882508","8.51893906181499","8.66356861025866","8.84147303814117","9.07334502411223","9.36764576939939","9.71530030688295","10.0957474791758","10.4790004384042","10.8423936869794","11.1786058746164","11.4952213941254","11.7987724682157","12.1038579570364","12.4189829022359","12.7464708461201","13.0822884699693","13.4224024550636","13.762779482683","14.0994300745287","14.4319158263919","14.76111354669","15.089039894783","15.4184129767646"
EN.POP.DNST,"Benin","22.9333540262504","23.3447676481022","23.7864402270309","24.2577775807024","24.7569173465768","25.2807821922668","25.8277758070238","26.3974104292302","26.991548421426","27.6132937211777","28.2672224192976","28.956766583895","29.6840457609081","30.4490865555161","31.2516672578929","32.0905108194395","32.9652802412203","33.8783965945371","34.832511528911","35.8278556225612","36.8643047179851","37.943428520752","39.0608903866619","40.220494856332","41.4406881873005","42.7457963816956","44.1512593118127","45.6677811280596","47.2845246541327","48.969164597375","50.6759489180561","52.3728095069173","54.0462841433132","55.7080436324938","57.3808531394111","59.0998403689252","60.8899521106775","62.7592497339482","64.6984214260376","66.6952376729337","68.730081589216","70.7895086910252","72.8706633557999","74.9804097197588","77.1276693863072","79.3251684994679","81.5826445548067","83.9021106775452","86.2820148989003","88.7234036892515","91.2266051791415"
EN.POP.DNST,"Bhutan","5.29343150054577","5.44622562763521","5.61273890803245","5.79205102412088","5.98238554887315","6.18055347473407","6.38445733364724","6.59317680799606","6.80703293880958","7.02677482182223","7.254307300473","7.49057209511376","7.7361256768615","7.990154741776","8.24827172912698","8.50523296877341","8.75739999571945","8.99728185262076","9.22564903794705","9.45673437065257","9.71084904650814","9.99888705776598","10.3364938039081","10.7107206300965","11.071057081095","11.348950195835","11.4992616056332","11.4993472165743","11.3760888641568","11.1961346660103","12.9774623115578","12.936608040201","13.0472864321608","13.2852763819095","13.6219849246231","14.0086180904523","14.4074371859296","14.8140703517588","15.2361557788945","15.6641708542714","16.7978067528924","17.2269328646011","17.6359104861348","18.0223522312879","18.3894325366634","18.7438150956266","19.089671275284","19.4272896607813","19.7540992208201","20.0687619697248","20.3701235669124"
EN.POP.DNST,"Bolivia","3.68398135327241","3.7575833102557","3.83334994922921","3.91131265577402","3.99156650973876","4.07420843718268","4.15930767100526","4.24683005630942","4.33682544078279","4.42952921628358","4.52521739130435","4.62407181759439","4.7261451121573","4.83123511492661","4.93891073571494","5.04857657158682","5.15976645435244","5.27240745869104","5.38648758423336","5.50167082064064","5.61755377088526","5.73391488968891","5.85054278593188","5.96762854241669","6.08583679497831","6.20607957167913","6.329035354934","6.4548333794886","6.58331671743746","6.71450660020308","6.8483901043109","6.98487399612296","7.1240127388535","7.26562817317456","7.40907781777901","7.55350503092403","7.69824794609065","7.84304901689283","7.98794885996492","8.13294562909628","8.27816948213791","8.42371365272778","8.5694950613865","8.7154472445306","8.86167728237792","9.00835225699252","9.15558201790824","9.30337210375704","9.45167912858857","9.60053909351057","9.74998523031478"
EN.POP.DNST,"Bosnia and Herzegovina","68.2155882352941","69.3262745098039","70.3261568627451","71.2288039215686","72.0676862745098","72.8914901960784","73.7358235294118","74.613431372549","75.5127647058823","76.4167647058824","77.2984901960784","78.1392745098039","78.9267647058823","79.6704117647059","80.3990196078431","81.1533137254902","81.9579411764706","82.7943333333333","83.6335294117647","84.4726666666667","85.3087450980392","86.1201960784314","86.9706666666667","87.8140980392157","88.3932549019608","88.3657450980392","87.5180784313725","85.7177058823529","82.7959765625","79.84373046875","77.1253125","75.0725","73.8355078125","73.28966796875","73.25166015625","73.4202734375","73.5684765625","73.657890625","73.74623046875","73.81341796875","73.85326171875","73.8580078125","73.817734375","73.7109375","73.50779296875","73.17501953125","72.696953125","72.04814453125","71.25390625","70.41013671875","69.6484765625"
EN.POP.DNST,"Botswana","1.02482487251425","1.05374693416618","1.0844899687682","1.11720572406613","1.15194713532017","1.1886436221834","1.22738693910681","1.26804474793994","1.3107387997812","1.35604608896653","1.40471653168175","1.45720184214705","1.51369258729907","1.57381116228186","1.63673177703668","1.70127926878761","1.76655197360295","1.83226051206042","1.89841547121204","1.96484922273393","2.03146471864909","2.09820196566266","2.16471688458349","2.23089301783918","2.29706915109488","2.36377816596969","2.43133767402467","2.49983413618478","2.56882995429923","2.63739876131491","2.70432481075644","2.76867997106206","2.8303777813068","2.889621159988","2.9460677924232","2.9994212411554","3.04967091913257","3.0965980272793","3.14074250524941","3.18377181373846","3.22786864997441","3.27466694898805","3.32475429216735","3.37800010587052","3.43435321934607","3.49351895964569","3.55524853104653","3.61960545586082","3.68661443720996","3.75576906110494","3.82646586557973"
EN.POP.DNST,"Brazil","9.7113297934708","9.99002409627022","10.2699642504194","10.5515554896185","10.8345952568394","11.1191092755087","11.4052639702135","11.6926685841587","11.9815650371973","12.2735773748705","12.570902976021","12.8751253269268","13.1863168121137","13.5039454950503","13.8281566233636","14.1589667079039","14.4960195689472","14.8395346333036","15.1884707602409","15.5396201786522","15.8887843467566","16.2328318262197","16.5706082932327","16.9025031885084","17.2288980562661","17.550792520824","17.8690647679986","18.1830619013321","18.4926643966241","18.7999581246545","19.107734854884","19.4177905610578","19.7308618903249","20.0457474988454","20.3598695403523","20.6695799543918","20.9720807500233","21.2667734687383","21.5539606898185","21.8328658050715","22.1028192875448","22.3635116186137","22.6141715740583","22.8551611961513","23.0887528804255","23.3181061815189","23.545462148277","23.7716391445944","23.9958870035678","24.2169468326685","24.4328442691795"
EN.POP.DNST,"British Virgin Islands","57.5133333333333","58.76","60.0466666666667","61.4533333333333","62.8266666666667","64.14","65.3533333333333","66.4666666666667","67.5","68.4266666666667","69.1933333333333","69.84","70.2866666666667","70.6066666666667","71.08","71.9466666666667","73.3466666666667","75.4333333333333","78.08","81.2533333333333","84.8733333333333","88.6933333333333","92.92","97.26","101.773333333333","106","109.74","112.893333333333","115.626666666667","118.02","120.346666666667","122.846666666667","125.553333333333","128.466666666667","131.48","134.586666666667","137.633333333333","140.566666666667","143.526666666667","146.666666666667","150.273333333333","154.453333333333","159.366666666667","164.873333333333","170.693333333333","176.313333333333","181.493333333333","186.006666666667","190.06","193.706666666667","197.253333333333"
EN.POP.DNST,"Brunei Darussalam","18.5669829222011","19.4354838709677","20.3635673624288","21.346110056926","22.3814041745731","23.4635673624288","24.5888045540797","25.7544592030361","26.9588235294118","28.1897533206831","29.4324478178368","30.6776091081594","31.9210626185958","33.1637571157495","34.3941176470588","35.6083491461101","36.8024667931689","37.9667931688805","39.1134724857685","40.2535104364326","41.4092979127135","42.6018975332068","43.8277039848197","45.0895635673624","46.3867172675522","47.7256166982922","49.1053130929791","50.526375711575","51.9853889943074","53.4631878557875","54.938330170778","56.3931688804554","57.8176470588235","59.2102466793169","60.5734345351044","61.9144212523719","63.2335863377609","64.538330170778","65.819165085389","67.0567362428843","68.2206831119545","69.2899430740038","70.2561669829222","71.1316888045541","71.9643263757116","72.8220113851992","73.7499051233397","74.765275142315","75.8535104364326","76.9859582542694","78.1222011385199"
EN.POP.DNST,"Bulgaria","73.6178251830426","74.1586188194884","74.6457290065986","75.1172918738136","75.6540088583567","76.2376570550484","76.7384434601826","77.1616650094911","77.5214679562506","77.9261231130796","78.4483865136039","78.8280032540902","79.1701979571545","79.5822380909337","79.6712645756124","79.7789026484679","80.1006508180421","80.3680466419597","80.6061375757028","80.8075386423212","80.9968272620446","80.9956340956341","80.9741571002441","81.0933652716261","81.1845430714996","80.2401880141011","78.8058302449607","78.0291693030823","77.1957335261683","76.5824188737232","76.3227967097532","75.9836120401338","75.5927506101419","75.1339419687246","74.6342402603272","74.216975503932","73.8513242339329","72.3957516044473","72.0327297794118","71.4841132665257","70.953107760206","70.4986377025037","69.9716652858326","69.4718534204954","68.98592210662","68.5744565217391","68.1245302137067","67.6890935887988","67.2981577008106","66.922577376566","66.5432756079587"
EN.POP.DNST,"Burkina Faso","18.6362938596491","18.9139985380117","19.2118530701754","19.5285782163743","19.8612609649123","20.2053143274854","20.5577485380117","20.9187902046784","21.2908369883041","21.6757419590643","22.076173245614","22.4946820175439","22.9314217836257","23.3879203216374","23.8699524853801","24.3847076023392","24.9372916666667","25.5305555555556","26.1632127192982","26.830793128655","27.5264692982456","28.245274122807","28.9864546783626","29.7517288011696","30.5420504385965","31.3590021929825","32.2040716374269","33.0777923976608","33.9806761695906","34.9140204678363","35.8793421052632","36.8782090643275","37.9120796783626","38.9822587719298","40.090365497076","41.237942251462","42.4266885964912","43.6571162280702","44.9309210526316","46.2522697368421","47.6263486842105","49.0567616959064","50.5452375730994","52.0907200292398","53.690519005848","55.340274122807","57.0366118421053","58.7788888888889","60.5673099415205","62.4003033625731","64.2762317251462"
EN.POP.DNST,"Burundi","117.245288161994","119.854984423676","122.769587227414","125.935475077882","129.136799065421","132.077609034268","134.564096573209","136.502764797508","138.008060747664","139.349299065421","140.910630841122","142.970950155763","145.62535046729","148.8003894081","152.405295950156","156.281542056075","160.31218847352","164.454633956386","168.745560747664","173.23707165109","178.009813084112","183.102258566978","188.534462616822","194.226479750779","199.998286604361","205.608411214953","210.880646417445","215.811838006231","220.449338006231","224.742912772586","228.645132398754","232.167367601246","235.245794392523","238.010007788162","240.901557632399","244.507009345794","249.248676012461","255.289291277259","262.522157320872","270.759852024922","279.690459501558","289.068886292835","298.883878504673","309.173403426791","319.792211838006","330.569742990654","341.391355140187","352.161526479751","362.917056074766","373.839018691589","385.194314641745"
EN.POP.DNST,"Cambodia","35.8689270337639","36.6371912531158","37.3032290958532","37.8728812599139","38.4020111035577","38.9711307500567","39.6263766145479","40.4359222750963","41.3559483344663","42.1894686154543","42.666122818944","42.6160944935418","41.9378710627691","40.7561692726037","39.4038409245411","38.3453659641967","37.9113244958078","38.229056197598","39.1915986857013","40.6086335825969","42.1822966236121","43.6946408338998","45.088239292998","46.4312089281668","47.7781441196465","49.22474507138","50.8347042828008","52.6114661228189","54.506594153637","56.4710797643327","58.4374348515749","60.3532630863358","62.2041298436438","63.9920688873782","65.7021244051666","67.3217539089055","68.8440629956945","70.261007251303","71.5767561749377","72.8139814185361","74.0050815771584","75.1767561749377","76.3340641287106","77.479566054838","78.6342000906413","79.8221617946975","81.0601631543168","82.3582936777702","83.7121346023114","85.1047586675731","86.5102537956039"
EN.POP.DNST,"Cameroon","11.9445664360813","12.2227877557065","12.5132174060206","12.8166084914641","13.1333841044192","13.4640033001206","13.8089632121174","14.168824437816","14.5442829641852","14.9364367159569","15.3465507393539","15.7757652683463","16.2244187768399","16.6930443612363","17.1829007213725","17.6954898352055","18.2317996234478","18.7916820037655","19.3745975333714","19.9805440968035","20.6093863044996","21.2604408622623","21.9337437329441","22.6275602377779","23.3373886738169","24.0573713270293","24.7830974593302","25.5140128196992","26.2506208880709","26.9909267838633","27.7329863975799","28.4762200926572","29.2197584142498","29.9664128112373","30.724059148315","31.5032281948764","32.3120602483552","33.1533646421696","34.026963677519","34.9343614478221","35.8762899029003","36.8530282837257","37.8658416365213","38.9147447695204","39.9970552770197","41.1088003215502","42.2468215184786","43.4102240274164","44.5989782318969","45.8118402403165","47.0476698187049"
EN.POP.DNST,"Canada","2.12514199687469","2.16396089078915","2.20464924984962","2.24467779768208","2.28118735229851","2.31241841709087","2.34496910433925","2.38032783820549","2.41860744640958","2.45993109371409","2.50443305170391","2.55225979847166","2.58624007671405","2.61681133027841","2.64320377939871","2.66970619705702","2.70445625506543","2.73821659623182","2.7714270947082","2.79935910336053","2.82641136370884","2.85280381282915","2.88161556978548","2.91966468393393","2.95760382954437","3.01082860193699","3.05613563959351","3.09799868257691","3.13625838647563","3.17076794329142","3.20139374125063","3.22801646448951","3.26297546272012","3.29764854275192","3.32631734060885","3.35395243420857","3.38369892373792","3.41803110130192","3.44883328879608","3.48336340972848","3.51844337335088","3.55330339989729","3.58173081681331","3.61663736005129","3.65598905153236","3.69808478794217","3.73951026611287","3.77662530749952","3.82146662839762","3.86565473617998","3.90777026692663"
EN.POP.DNST,"Central African Republic","2.594812032489","2.64668689203506","2.70134675270474","2.7586808565283","2.81765706764262","2.87684997913256","2.93542168287907","2.99303027384507","3.05036598285659","3.10899386818196","3.17108253876529","3.23826126039359","3.31054769013451","3.38768018234935","3.47081607756268","3.56122989502071","3.65954123727889","3.7670503065909","3.88269928408617","4.00195030338053","4.11859610260361","4.22843751003242","4.32916305499374","4.42268451635687","4.51418023050499","4.61117210825388","4.71889948312947","4.83903817136987","4.96935214613631","5.10645927638126","5.24522456579666","5.38182124626794","5.5151385277216","5.64594208481813","5.77447911650454","5.90148640405792","6.02745834537224","6.15140614465954","6.27245176410158","6.39132074865967","6.50909499502392","6.62607146296831","6.74461138399307","6.86346271148351","6.97516132139073","7.06961700215095","7.14071880317185","7.18506693633825","7.20796173231885","7.22278885357475","7.24805290699541"
EN.POP.DNST,"Chad","2.57659126984127","2.62664523809524","2.6763253968254","2.72604047619048","2.77726349206349","2.83204444444444","2.89170555555556","2.95721507936508","3.02785952380952","3.10129523809524","3.17522388059701","3.24646442185515","3.31339739517154","3.37832671537484","3.44317423761118","3.51073379923761","3.58326080050826","3.66118726175349","3.74459736340534","3.83504923761118","3.93428049555273","4.04346807496823","4.16375952986023","4.29485943456163","4.43483084498094","4.58075444726811","4.73066947268107","4.88411769377382","5.04216089580686","5.20616502541296","5.37812341168996","5.5596585133418","5.75058290978399","5.95080289072427","6.16205368487929","6.38647236340534","6.62528510165184","6.87977445997459","7.14873649936468","7.4278915184244","7.71127938373571","7.99476572426938","8.27636356416773","8.55758259212198","8.84201159466328","9.13499523506989","9.44028113087675","9.75909386912325","10.0898467280813","10.4301056226175","10.7762372935197"
EN.POP.DNST,"Channel Islands","598.805263157895","605.236842105263","611.721052631579","618.284210526316","624.873684210526","631.431578947368","637.878947368421","644.278947368421","650.6","656.447368421053","661.484210526316","665.342105263158","667.905263157895","669.384210526316","670.473684210526","672.063157894737","674.8","678.847368421053","684.1","690.294736842105","697.121052631579","704.252631578947","711.736842105263","719.557894736842","727.3","734.368421052632","740.373684210526","745.094736842105","748.726315789474","751.678947368421","754.652631578947","758.136842105263","762.257894736842","766.921052631579","771.952631578947","777.3","782.763157894737","788.384210526316","794.215789473684","800.2","806.157894736842","812.073684210526","817.952631578947","823.752631578947","829.373684210526","834.752631578947","839.9","844.721052631579","849.252631578947","853.578947368421","857.731578947368"
EN.POP.DNST,"Chile","11.3389040417897","11.5893828375914","11.8436556866416","12.1007905510456","12.3583409994459","12.6130993689579","12.8627483416988","13.1066167965871","13.3451660453081","13.5788305009065","13.8084924387921","14.0350838968599","14.2587487828365","14.4801017306585","14.7011601383666","14.9245331740934","15.152308172345","15.3848711286132","15.6225098583518","15.8668813178182","16.119895310491","16.3826546806324","16.6557834767031","16.9382689648865","17.2272679588774","17.5188115642635","17.8097674343539","18.099078452575","18.3866101257242","18.671244815287","18.9519603729228","19.2279727032596","19.4985905112356","19.7635542249695","20.0230198565765","20.2774756163823","20.5273666768882","20.7724334662126","21.0127270917728","21.2493100498701","21.48364562655","21.7167035178042","21.9490109369872","22.1801980277917","22.4091794300716","22.6344555446168","22.8549060430486","23.0700992021863","23.280431776978","23.4865237810881","23.6893610496925"
EN.POP.DNST,"China","74.3860676909967","76.1787340558677","78.3319575000666","80.3717412723351","82.497803104945","84.7894975101856","87.1637419114318","89.5912443746172","91.8200942667696","93.9408302931856","95.9017921337843","97.6108433414108","99.132958751631","100.493169653556","101.846989588049","103.214656618646","104.517348813677","105.864777780737","107.435358027321","108.999014725854","110.438580140069","111.952706840998","113.630335792081","115.467206348361","117.341357547999","119.154261976407","120.915506084734","122.576625036615","124.088088834447","125.522861023087","126.949644502437","128.336621134526","129.688982907321","131.023100200996","132.286384121395","133.436760709953","134.492481002789","135.473048750848","136.383779609948","137.235919250104","138.053436689892","138.867766063821","139.645342881819","140.376588050196","141.097705219827","141.801244134798","142.487743405","143.172112343875","143.87139360204","144.583456848168","145.317355990401"
